ticker,side,entry_price,entry_time,market_sentiment,rsi,vwap_dev,rvol,adx,ma15_value,ma15_diff_pct,vix_value,sox_chg,tnx_chg,divergence_bullish,divergence_bearish,cooldown_overridden,score,threshold,sector_alignment,volume_accel,divergence_bonus
6590.T,SHORT,23900.0,2026-02-17T09:15:00+09:00,0.0,19.007709087457975,-0.5826643696672195,0.8273894436519258,35.718658411225924,24486.0,-2.39320427999673,21.2,0.66,-1.17,False,False,False,70.0,65.0,15,0.0,0.0
8303.T,SHORT,1946.0,2026-02-17T09:55:00+09:00,0.0,25.487636426762425,-0.726728403512961,2.171193164479707,29.859492215402987,1972.4,-1.3384708983978921,21.2,0.66,-1.17,False,False,False,111.0,65.0,15,10,0.0
3110.T,LONG,21010.0,2026-02-17T13:25:00+09:00,0.0,76.44611897744394,3.115823824926684,2.0358691367757196,20.52073726060675,20445.0,2.7635118610907394,21.2,0.66,-1.17,False,False,False,81.0,69.0,15,10,0.0
3103.T,LONG,1794.0,2026-02-18T09:20:00+09:00,0.0,61.84765890623302,0.37299515106304043,3.478575184016824,35.098370727849,1497.8,19.77567098411004,20.29,-0.02,-0.1,False,False,False,99.0,65.0,0.0,0.0,0.0
6590.T,LONG,25850.0,2026-02-18T12:30:00+09:00,0.0,74.19662903439684,2.435265183698969,3.4223300970873787,54.197984997305966,24790.0,4.275917708753529,20.29,-0.02,-0.1,False,False,False,89.0,66.0,15,10,0.0
5713.T,LONG,9609.0,2026-02-18T12:30:00+09:00,0.0,61.82806706623778,0.942307587849301,2.530913442361388,24.871739348894714,9470.0,1.4677930306230103,20.29,-0.02,-0.1,False,False,False,98.0,65.0,0.0,10,0.0
5713.T,LONG,9690.0,2026-02-18T12:40:00+09:00,0.0,72.51066600865191,1.6614876150853275,1.6643722466960353,22.69970217207751,9472.15,2.2999002338434327,20.29,-0.02,-0.1,False,False,False,113.0,65.0,15,10,0.0
7012.T,LONG,17845.0,2026-02-20T13:10:00+09:00,0.0,63.97257350833709,0.9780699113662306,2.4132697311361664,26.88454009846447,17564.0,1.5998633568663267,20.23,-0.5,-0.1,False,False,False,89.0,65.0,15,10,0.0
3103.T,LONG,1597.0,2026-02-26T09:30:36.838943+09:00,0.0,57.39031147650726,2.51137392185078,0.0,29.415776528862867,1587.25,0.614269963773828,17.93,1.62,0.37,False,False,False,26.0,12.0,0.0,0.0,0.0
5801.T,LONG,28180.0,2026-02-26T09:30:37.031738+09:00,0.0,53.026199283774254,-1.5826661550848657,0.0,31.927995325772798,28004.75,0.6257866968996328,17.93,1.62,0.37,False,False,False,100.5,18.0,0.0,0.0,0.0
5016.T,LONG,4274.0,2026-02-26T09:30:37.417856+09:00,0.0,65.57176393761424,-1.346464568746596,0.0,30.687982055935272,4130.0,3.4866828087167123,17.93,1.62,0.37,False,False,False,112.0,35.0,0.0,0.0,0.0
6227.T,LONG,23060.0,2026-02-26T09:31:07.965169+09:00,0.0,48.94396418199281,-0.4345560778161051,0.28386050283860503,9.821487607458753,23046.0,0.06074806907923058,17.93,1.62,0.37,False,False,False,57.0,15.0,0.0,0.0,0.0
3103.T,LONG,1610.0,2026-02-26T09:32:09.901266+09:00,0.0,58.91025550918445,2.7806028564799297,0.7021719726271943,29.543731745339734,1587.9,1.3917753007116174,17.93,1.62,0.37,False,False,False,26.0,12.0,0.0,0.0,0.0
5801.T,LONG,28115.0,2026-02-26T09:32:10.464163+09:00,0.0,50.94258913386689,-1.4426194384930515,0.9457550501483261,30.900648785804265,28001.5,0.405335428459197,17.93,1.62,0.37,False,False,False,72.0,18.0,0.0,0.0,0.0
5706.T,LONG,36850.0,2026-02-26T09:34:15.137382+09:00,0.0,69.94464325117377,-0.6298316579199172,1.337273734761729,45.890385235340254,35033.5,5.18503717870038,17.93,1.62,0.37,False,False,False,237.5,36.0,0.0,10,20
5801.T,LONG,28025.0,2026-02-26T09:34:45.737034+09:00,0.0,48.31396897846062,-1.4633808034277154,1.46290362336702,30.036869840601536,27997.0,0.10001071543379592,17.93,1.62,0.37,False,False,False,101.0,18.0,0.0,10,0.0
5016.T,LONG,4283.0,2026-02-26T09:35:16.669063+09:00,0.0,65.28225407234751,-0.6556938656202818,0.0,31.1445653996368,4130.45,3.6933021825709123,17.93,1.62,0.37,False,False,False,112.0,35.0,0.0,0.0,0.0
3103.T,LONG,1587.0,2026-02-26T09:37:49.710096+09:00,0.0,54.546606067365026,0.21500929699048107,0.6537624745778745,28.6125232138651,1586.75,0.01575547502756791,17.93,1.62,0.37,False,False,False,26.0,12.0,0.0,0.0,0.0
5706.T,LONG,36630.0,2026-02-26T09:38:51.425292+09:00,0.0,65.34853426431312,-1.0923116691244226,0.6084959816303099,47.55436470593896,35022.5,4.5899064886858465,17.93,1.62,0.37,False,False,False,190.0,36.0,0.0,0.0,20
5016.T,LONG,4228.0,2026-02-26T09:38:51.611305+09:00,0.0,58.163777536530596,-1.7578434164355723,0.6328718703976436,30.953365464549183,4127.7,2.4299246553770804,17.93,1.62,0.37,False,False,False,159.0,35.0,0.0,0.0,0.0
5706.T,LONG,36750.0,2026-02-26T09:41:24.793617+09:00,0.0,67.7537546093705,-0.6860808455035142,0.23831631073970908,47.897817035508076,35028.5,4.914569564782956,17.93,1.62,0.37,False,False,False,190.0,36.0,0.0,0.0,20
5801.T,LONG,28005.0,2026-02-26T09:44:27.977456+09:00,0.0,49.02697486158365,-0.6209172138534738,0.8064066852367688,26.319603232222516,27996.0,0.032147449635666625,17.93,1.62,0.37,False,False,False,72.0,18.0,0.0,0.0,0.0
5016.T,LONG,4187.0,2026-02-26T09:51:35.869143+09:00,0.0,50.68159534804848,-2.273440671848265,0.4534302325581395,29.28470959241802,4141.75,1.0925333494295808,17.93,1.62,0.37,False,False,False,159.0,35.0,0.0,0.0,0.0
5706.T,LONG,36420.0,2026-02-26T09:52:06.510320+09:00,0.0,57.54880518161519,-1.5410873243895107,0.2993262752646776,49.20509182768159,35207.5,3.443868493928859,17.93,1.62,0.37,False,False,False,205.5,36.0,0.0,0.0,0.0
3103.T,LONG,1587.0,2026-02-26T09:52:37.241353+09:00,0.0,54.196678220638894,0.4894231714953517,0.22811230144070926,24.007664241368357,1584.5,0.15777847901545794,17.93,1.62,0.37,True,False,False,46.0,12.0,0.0,0.0,20
5016.T,LONG,4178.0,2026-02-26T09:52:37.559411+09:00,0.0,49.62909214227625,-2.4016623518418725,0.6880789589766211,29.068187742489563,4141.3,0.886195156110392,17.93,1.62,0.37,False,False,False,159.0,35.0,0.0,0.0,0.0
3103.T,LONG,1585.0,2026-02-26T09:56:41.920784+09:00,0.0,53.9469949046,0.39020653168147007,0.0549615269311482,22.34163746101403,1584.4,0.03786922494319889,17.93,1.62,0.37,True,False,False,46.0,12.0,0.0,0.0,20
5016.T,LONG,4164.0,2026-02-26T10:01:47.485017+09:00,0.0,47.873627473149476,-2.34031902912266,0.14280710459872445,25.409501962819064,4149.1,0.3591140247282354,17.93,1.62,0.37,False,False,False,159.0,35.0,0.0,0.0,0.0
5706.T,LONG,36230.0,2026-02-26T10:12:59.855496+09:00,0.0,52.27671490839494,-1.7818571651699069,0.41888923752745527,44.865574973070025,35367.0,2.4401278027539774,17.93,1.62,0.37,False,False,False,225.5,36.0,0.0,0.0,20
5706.T,LONG,36100.0,2026-02-26T10:14:31.840451+09:00,0.0,50.49104031448921,-2.041494934010748,1.128347918324052,43.822880461039745,35360.5,2.0913165820618973,17.93,1.62,0.37,False,False,False,263.0,36.0,0.0,0.0,20
5706.T,LONG,35860.0,2026-02-26T10:16:34.145405+09:00,0.0,47.30701092177645,-2.6033987287172384,0.4702549575070821,41.429204987779855,35478.5,1.0752991248220711,17.93,1.62,0.37,False,False,False,225.5,36.0,0.0,0.0,20
5706.T,LONG,35780.0,2026-02-26T10:20:38.446234+09:00,0.0,46.52551627082807,-2.5887527260608825,0.0,37.87416730808977,35474.5,0.8611819757854189,17.93,1.62,0.37,False,False,False,225.5,36.0,0.0,0.0,20
