ticker,side,entry_price,entry_time,market_sentiment,rsi,vwap_dev,rvol,adx,ma15_value,ma15_diff_pct,vix_value,sox_chg,tnx_chg,divergence_bullish,divergence_bearish,cooldown_overridden,score,threshold,sector_alignment,volume_accel,divergence_bonus
3103.T,LONG,1615.0,2026-02-26T12:36:34.952815+09:00,0.0,58.35783437632765,1.8402876113597582,0.021995056349239598,20.4591938526782,1571.1,2.7942206097638644,17.93,1.62,0.37,False,False,False,26.0,12.0,0.0,0.0,0.0
485A.T,LONG,3500.0,2026-02-26T12:36:35.325519+09:00,0.0,49.243993845024114,-0.30058570444135246,0.26666666666666666,11.399701966044534,3495.0,0.14306151645206988,17.93,1.62,0.37,False,False,False,70.0,27.0,0.0,0.0,0.0
5706.T,LONG,37330.0,2026-02-26T12:36:35.502317+09:00,0.0,53.73975310010222,0.3456280892781138,0.6396028037383178,27.894471039698704,36331.0,2.749717871789925,17.93,1.62,0.37,False,False,False,66.0,36.0,0.0,0.0,0.0
3103.T,LONG,1608.0,2026-02-26T12:45:45.006440+09:00,0.0,56.23010273708682,1.3988746000411982,0.0,20.198267447767993,1570.8,2.3682200152788324,17.93,1.62,0.37,False,False,False,26.0,12.0,0.0,0.0,0.0
5706.T,LONG,36930.0,2026-02-26T12:45:45.324711+09:00,0.0,46.73456738111972,-0.7299430579666564,0.0,25.194434892764807,36548.0,1.0452008317828554,17.93,1.62,0.37,False,False,False,137.0,36.0,0.0,0.0,0.0
5706.T,LONG,36720.0,2026-02-26T12:46:46.791735+09:00,0.0,43.73609848471551,-1.2777289021224503,2.1205496564647097,25.711848683115303,36537.5,0.4994868286007481,17.93,1.62,0.37,False,False,False,243.0,36.0,0.0,10,0.0
3103.T,LONG,1589.0,2026-02-26T12:49:19.415482+09:00,0.0,51.166507109574056,0.1718724224237468,1.2669780298336748,19.41066371091749,1569.85,1.219861770232833,17.93,1.62,0.37,False,False,False,17.5,12.0,0.0,10,0.0
5801.T,LONG,27985.0,2026-02-26T12:54:25.059366+09:00,0.0,54.56239802661025,0.6598826234140818,1.1566390041493777,12.86047618624592,27901.25,0.3001657631826582,17.93,1.62,0.37,False,False,False,19.0,18.0,0.0,0.0,0.0
485A.T,LONG,3565.0,2026-02-26T13:03:03.902851+09:00,0.0,61.41022385726119,1.3588112787366844,1.297709923664122,14.740894100166438,3504.25,1.7336091888421112,17.93,1.62,0.37,False,False,False,34.0,27.0,0.0,10,0.0
3103.T,LONG,1572.0,2026-02-26T13:04:05.138329+09:00,0.0,46.13933200578061,-0.9357884539951615,1.2185847543223813,16.779378044860653,1568.65,0.21355943008318778,17.93,1.62,0.37,False,False,False,33.5,12.0,0.0,10,0.0
3103.T,LONG,1571.0,2026-02-26T13:05:37.691176+09:00,0.0,46.08854476993146,-0.9870472569200521,0.0,17.03295526068919,1568.6,0.15300267754685404,17.93,1.62,0.37,False,False,False,16.0,12.0,0.0,0.0,0.0
6787.T,LONG,21710.0,2026-02-26T13:10:13.295533+09:00,0.0,62.704890346802316,1.6921212179661809,0.0,36.74961505181188,21709.5,0.0023031391787053934,17.93,1.62,0.37,False,False,False,64.5,38.0,0.0,0.0,0.0
3103.T,LONG,1572.0,2026-02-26T13:11:14.419128+09:00,0.0,46.725919821975864,-0.890203436156623,0.11480381235301398,16.947873949063947,1568.65,0.21355943008318778,17.93,1.62,0.37,False,False,False,16.0,12.0,0.0,0.0,0.0
3103.T,LONG,1569.0,2026-02-26T13:14:48.380584+09:00,0.0,45.870806292768485,-1.0689722154135393,0.6847255630876886,16.673051317677764,1568.5,0.03187759005418567,17.93,1.62,0.37,False,False,False,16.0,12.0,0.0,0.0,0.0
6787.T,LONG,21690.0,2026-02-26T13:27:32.269245+09:00,0.0,60.16809440961607,1.4521734195512885,0.31049250535331907,35.843031547378544,21684.5,0.025363739076289527,17.93,1.62,0.37,False,False,False,64.5,38.0,0.0,0.0,0.0
485A.T,LONG,3505.0,2026-02-26T13:31:36.543919+09:00,0.0,48.5499959390359,-0.3274039824191623,0.15384615384615385,12.609012210173777,3503.5,0.04281432852861755,17.93,1.62,0.37,False,False,False,70.0,27.0,0.0,0.0,0.0
5706.T,LONG,36960.0,2026-02-26T13:33:08.849345+09:00,0.0,46.02013743400633,-0.6132913367830589,0.8248631743549648,15.172344947968297,36833.5,0.34343736001194447,17.93,1.62,0.37,False,False,False,71.0,36.0,0.0,0.0,0.0
6787.T,LONG,21680.0,2026-02-26T13:35:11.005208+09:00,0.0,59.63431169054049,1.3794019245955433,0.7520891364902507,34.72227625712976,21654.0,0.12007019488315951,17.93,1.62,0.37,False,False,False,43.0,38.0,0.0,0.0,0.0
5706.T,LONG,36870.0,2026-02-26T13:36:12.482123+09:00,0.0,44.23141911917186,-0.8478856034201164,0.7751004016064257,15.34509642818752,36829.0,0.11132531429036696,17.93,1.62,0.37,False,False,False,92.0,36.0,0.0,0.0,0.0
6787.T,LONG,21660.0,2026-02-26T13:41:48.794543+09:00,0.0,58.61658327406109,1.2661054604634507,0.3037383177570093,32.34969472228912,21653.0,0.032328083868282675,17.93,1.62,0.37,False,False,False,43.0,38.0,0.0,0.0,0.0
3103.T,LONG,1567.0,2026-02-26T14:11:18.700664+09:00,0.0,52.57903153860802,-0.7858188416811227,0.94648951730863,20.85239669984786,1559.15,0.5034794599621639,17.93,1.62,0.37,False,False,False,42.0,12.0,0.0,0.0,0.0
7794.T,SHORT,1440.0,2026-02-27T10:55:15.825358+09:00,-0.2,63.92992751699813,3.0955952543295164,0.0,0.0,nan,nan,18.63,,,False,,,99.0,48.0,1.0,0.0,0.0
5801.T,LONG,25995.0,2026-02-27T10:55:16.115170+09:00,-0.2,39.618823528452765,-0.9078761023922093,0.0,0.0,nan,nan,18.63,,,False,,,75.0,44.0,1.0,0.0,0.0
6330.T,SHORT,3535.0,2026-02-27T10:55:16.461936+09:00,-0.2,79.87204318121525,4.0223922495783,0.0,0.0,nan,nan,18.63,,,False,,,121.5,34.0,1.0,0.0,0.0
268A.T,SHORT,1906.0,2026-02-27T10:57:19.037701+09:00,-0.2,53.2408269440139,0.31492834481340515,0.4031065088757396,0.0,nan,nan,18.63,,,False,,,64.0,49.0,1.0,0.0,0.0
3103.T,LONG,1573.0,2026-02-27T10:58:20.674647+09:00,-0.2,56.80042970019677,0.1783837670667673,1.5818634102216191,0.0,nan,nan,18.63,,,False,,,57.0,45.0,1.0,0.0,0.0
6330.T,SHORT,3575.0,2026-02-27T10:58:21.037356+09:00,-0.2,84.93224160501846,4.952400192966059,0.8736095128500192,0.0,nan,nan,18.63,,,False,,,121.5,34.0,1.0,0.0,0.0
6330.T,SHORT,3635.0,2026-02-27T11:05:32.226402+09:00,-0.2,85.86106105233264,5.896582974718513,0.0,0.0,nan,nan,18.63,,,False,,,121.5,34.0,1.0,0.0,0.0
7794.T,SHORT,1465.0,2026-02-27T11:16:47.999799+09:00,-0.2,69.63890019331112,4.4380578886535025,0.4854608181370133,0.0,nan,nan,18.63,,,False,,,99.0,48.0,1.0,0.0,0.0
